       x [um]         y [um]         z [um]     ExRe [V/m]     EyRe [V/m]     EzRe [V/m]     ExIm [V/m]     EyIm [V/m]     EzIm [V/m]    Area [um^2]  
---------------------------------------------------------------------------------------------------------------------------------------------------------
      339.534        90.1965              0        23.7336        120.889        16792.9      0.0684843       0.350797        48.7154        92.1426
      411.842        70.9143              0       -252.722       -20489.7        -167487       -0.73504       -59.4411       -485.873        8.99601
      119.402        85.4103              0       -112.806        344.993        31240.6      -0.327372        1.00118          90.63        60.9915
        147.1        77.1881              0        -241.13        322.568         -72369      -0.697492       0.934639        -209.94        32.7028
      370.839        76.3144              0        491.549        385.162        74639.7        1.42671        1.11735        216.527        30.4261
      383.642        69.1122              0        739.947        64929.1        -337370        2.14928        188.362       -978.729         8.8256
      239.774         70.226              0       -4503.44       -27928.6        -242764         -13.06       -81.0179       -704.253        5.64406
      233.292        69.6695              0        3261.82       -29598.5        -261580        9.46146       -85.8615       -758.878        5.06626
      421.791        95.2526              0       -23.5125         79.697         2518.5     -0.0682757       0.231129        7.30643        52.8617
      397.082        94.9443              0        -23.882        104.328       -5019.67     -0.0692825       0.302618       -14.5635        57.8379
       326.28        88.9639              0       -179.922        180.464          19583       -0.52206       0.523548        56.8092        74.4281
     -16.9663        81.6598              0        51.6682        64.1154        14282.2       0.149846       0.186092        41.4349        44.9903
      399.947        69.0593              0        -47.838        57122.4         257850      -0.137736        165.709        748.015        8.18694
      369.976        69.1565              0       -1277.28       -4183.21         307622       -3.70348       -12.1355        892.441        4.71105
      94.9293        91.1391              0       -92.2542         144.07         -13314      -0.267588       0.417819       -38.6257        60.9638
      19.2121        90.3757              0       -69.7629        229.262        13193.7      -0.202726       0.664825        38.2777        75.2258
      320.208         93.823              0         116.26        270.179        8252.87       0.337271       0.784191        23.9418         81.487
      244.461        70.3347              0        5315.26       -29131.2        -226872        15.4172       -84.5133       -658.157        7.79906
      365.794        91.6845              0       -63.2005        127.435        12206.4      -0.183129       0.369495        35.4084        60.6499
      402.512         70.455              0       -5593.51       -15914.8        -160136       -16.2289       -46.1666       -464.573        6.46479
      351.242        69.1397              0        1901.75        61848.7        -276823        5.52081        179.424       -803.057        9.32748
     -7.06172        78.8992              0       -146.225       -162.846          28039      -0.424792      -0.472031        81.3453         31.132
      5.20305        70.3357              0       -402.377         -24495         155974        -1.1659       -71.0608        452.492        6.78108
      50.2593        95.0602              0       -16.2983        99.7249        5931.64     -0.0474102       0.289265        17.2091        56.4871
      80.2324        76.6817              0        103.339         945.39       -81818.3       0.301503        2.74389       -237.348        22.9801
      414.711        85.6446              0       -48.2217         45.654       -18083.1      -0.140008       0.132451       -52.4593        60.8384
      45.6735        69.6645              0        3845.78       -30673.2        -257424        11.1568        -88.982       -746.824        3.60133
     0.463042        95.4355              0       -33.2511        -98.185        2918.62      -0.096492      -0.284905        8.46711        48.5269
       180.27        79.7376              0       -172.188        384.329         -53914      -0.498717        1.11344       -156.406         37.251
